AsOfDate,BankId,AccountNumber,AccountName,BaiControl,Currency,Transaction,Reference,Amount,Description,AdditionalRemittance,RemittanceOriginator,RemittanceBeneficiary,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText,PrimaryRemittanceDocumentInformation,ActualAmountPaid,GrossAmountofRemittanceDocument,AmountofNegotiatedDiscount,AdjustmentInformation,DateofRemittanceDocument,SecondaryRemittanceDocumentInformation,RemittanceFreeText
11/23/2018,'031207607,8026322354,The HC Operating Company FBO P,455,USD,ACH Debits,'18327008713437,0.05,ACH DEBIT RECEIVED - Cust ID: LK560971 120245 Desc: BNKCRD DEP Comp Name: WORLDPAY Comp ID: 9803595965 SEC: CCD Cust Name: The HC Companies Date: 11-23-18 Time: 05:30 AM Addenda: No Addenda,
11/26/2018,'031207607,8026322354,The HC Operating Company FBO P,191,USD,Money Transfer CR-Other,'00000000000,0.05,PNC BANK- NJ LOAN PROCEEDS 606780191,
11/14/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016005,1.53,CHECK 93016005 001467039,
11/16/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00059001242,8.45,CHECK 59001242 083862967,
11/01/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093015948,10.63,CHECK 93015948 086823370,
11/13/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00059001237,12.40,CHECK 59001237 084476235,
11/07/2018,'031207607,8026322354,The HC Operating Company FBO P,191,USD,Money Transfer CR-Other,'00000000000,15.30,PNC BANK- NJ LOAN PROCEEDS 606780191,
11/06/2018,'031207607,8026322354,The HC Operating Company FBO P,455,USD,ACH Debits,'18309009932523,15.30,ACH DEBIT RECEIVED - Cust ID: LKCREDIT 103118 Desc: MTHLY CHGS Comp Name: WORLDPAY Comp ID: 9803595965 SEC: CCD Cust Name: The HC Companies In Date: 11-06-18 Time: 05:28 AM Addenda: No Addenda,
11/16/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00064000607,15.79,CHECK 64000607 084286094,
11/06/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00064000606,15.79,CHECK 64000606 085866443,
11/26/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00064000608,15.79,CHECK 64000608 084740054,
11/07/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00059001228,16.46,CHECK 59001228 086260878,
11/14/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00059001240,25.43,CHECK 59001240 086191350,
11/08/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00088003903,25.84,CHECK 88003903 L083513171,
11/15/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00088003916,26.25,CHECK 88003916 083564073,
11/16/2018,'031207607,8026322354,The HC Operating Company FBO P,145,USD,ACH Credits,'18319006868333,26.94,ACH CREDIT RECEIVED - Cust ID: OFA000127023122 Desc: EDI PYMNTS Comp Name: AMAZON.CO1159093 Comp ID: 6820544687 Batch Discr: EDI SEC: CCD Cust Name: THE HC COMPANIES INC. Date: 11-16-18 Time: 05:30 AM Addenda: No Addenda,
11/23/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00064000609,27.13,CHECK 64000609 083679898,
11/13/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00088003920,27.50,CHECK 88003920 085645089,
11/20/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016120,31.96,CHECK 93016120 086406210,
11/06/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016020,32.30,CHECK 93016020 086011374,
11/01/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093015950,32.30,CHECK 93015950 086764369,
11/20/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016070,32.36,CHECK 93016070 086409565,
11/21/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016076,32.70,CHECK 93016076 083277813,
11/19/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016088,34.88,CHECK 93016088 085368820,
11/20/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016152,41.06,CHECK 93016152 086413366,
11/07/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00059001233,42.68,CHECK 59001233 086360175,
11/14/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016071,42.98,CHECK 93016071 086700824,
11/21/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00088003933,45.00,CHECK 88003933 083379976,
11/06/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016047,48.00,CHECK 93016047 085171018,
11/02/2018,'031207607,8026322346,The HC Operating Company OPERA,455,USD,ACH Debits,'18306909457532,58.42,ACH DEBIT SETTLEMENT - Comp Name: THE HC COMPANI ES Desc: PAYMENT Batch Discr: BATCH SETTLE SETT: PNBWEBC05 Date: 11-02-18 Time: 11:15 PM,
11/06/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00088003900,59.37,CHECK 88003900 085896293,
11/06/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00059001230,60.95,CHECK 59001230 085774932,
11/27/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00088003959,63.50,CHECK 88003959 074169392,
11/13/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00088003906,64.96,CHECK 88003906 085035500,
11/01/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093015947,69.37,CHECK 93015947 086763383,
11/28/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016206,74.28,CHECK 93016206 086472728,
11/28/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093016205,75.25,CHECK 93016205 075283263,
11/14/2018,'031207607,8026322338,The HC Operating Company PAYR,455,USD,ACH Debits,'18317015006826,75.89,ACH DEBIT RECEIVED - Cust ID: 99994 Desc: BANCORPSV Comp Name: BANCORPSV Comp ID: 1050006509 Batch Discr: W0 SEC: CCD Cust Name: BASIC NEO Date: 11-14-18 Time: 05:38 AM Addenda: 705WH-BASIC NEO-99994-SETTLE PURCHASE,
11/13/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00093015940,76.00,CHECK 93015940 085591549,
11/20/2018,'031207607,8026322346,The HC Operating Company OPERA,475,USD,Checks Paid,'00088003940,76.00,CHECK 88003940 075637443,
